Name,Club,Nationality,Sofascore_ID,event_id,penalty_id,outcome,zone,x,y,player_total_scored,player_total_attempts
Abdullah Al-Salem,Al-Qadsiah,Saudi Arabia,818674,5808454,6051061,post,left,21.51,88.33,3,5
Aymeric Laporte,Athletic Bilbao,Spain,149734,11353239,46980,post,high,54.3,35.67,0,1
Marcos Llorente,Atlético Madrid,Spain,353138,13511924,6073823,post,high,32.8,34.67,0,1
Pedro Porro,Tottenham Hotspur,Spain,913654,13960989,6078876,goal,high-right,70.43,42,4,4
Pedro Porro,Tottenham Hotspur,Spain,913654,10437960,34753,goal,low-right,64.52,94.67,4,4
Pedro Porro,Tottenham Hotspur,Spain,913654,9619954,20548,goal,high-left,28.49,62,4,4
Pedro Porro,Tottenham Hotspur,Spain,913654,9620334,20549,goal,high-left,27.96,66.17,4,4
Álex Grimaldo,Bayer Leverkusen,Spain,177177,14065203,6089574,goal,low-centre,41.4,97.83,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,14062147,6085372,goal,low-centre,47.31,92.67,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,14566704,6082343,post,right,77.96,93.67,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,14065112,6082180,goal,low-right,72.04,77.83,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,14015652,6078986,goal,low-right,68.82,87.33,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,12403050,6066035,goal,high-right,69.35,52.5,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,10438069,239434,goal,low-right,65.05,85.17,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,10438154,43132,goal,low-left,33.87,94.67,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,10990692,36932,goal,high-right,70.97,61,9,10
Álex Grimaldo,Bayer Leverkusen,Spain,177177,10022862,18374,goal,low-right,64.52,99,9,10
Rodri,Manchester City,Spain,827606,11455106,298095,save,low-left,39.78,94.67,2,4
Rodri,Manchester City,Spain,827606,11353239,46981,goal,low-left,29.57,76.83,2,4
Rodri,Manchester City,Spain,827606,8594132,13326,save,low-right,61.83,74.67,2,4
Rodri,Manchester City,Spain,827606,8897202,13327,goal,high-left,31.18,64.17,2,4
Mikel Merino,Arsenal,Spain,592010,14970878,6084952,goal,low-right,65.59,97.83,5,6
Mikel Merino,Arsenal,Spain,592010,13157877,6077396,goal,low-right,66.67,73.67,5,6
Mikel Merino,Arsenal,Spain,592010,13157480,6074361,goal,low-left,38.17,91.5,5,6
Mikel Merino,Arsenal,Spain,592010,11353239,47564,goal,low-right,63.98,82,5,6
Mikel Merino,Arsenal,Spain,592010,10408634,25512,save,high-centre,49.46,55.67,5,6
Mikel Merino,Arsenal,Spain,592010,9237111,25513,goal,high-left,34.41,48.33,5,6
Pedri,Barcelona,Spain,992587,13157480,6074360,goal,high-right,70.97,59.83,2,3
Pedri,Barcelona,Spain,992587,12057898,6069970,save,low-left,37.1,82,2,3
Pedri,Barcelona,Spain,992587,10464545,32942,goal,low-right,70.43,96.83,2,3
Martín Zubimendi,Arsenal,Spain,966837,12008099,6056890,goal,low-right,62.9,97.83,1,1
Álex Baena,Atlético Madrid,Spain,910031,15664537,6090150,goal,low-right,67.74,99,3,5
Álex Baena,Atlético Madrid,Spain,910031,13157877,6077921,goal,low-right,62.9,95.83,3,5
Álex Baena,Atlético Madrid,Spain,910031,13157480,6074363,goal,low-left,27.42,76.83,3,5
Álex Baena,Atlético Madrid,Spain,910031,12437800,6067921,save,low-left,34.95,81,3,5
Álex Baena,Atlético Madrid,Spain,910031,11368708,6059781,save,low-left,37.63,82,3,5
Ferran Torres,Barcelona,Spain,855833,13233608,6081185,save,low-right,64.52,83.17,4,6
Ferran Torres,Barcelona,Spain,855833,13157480,6074365,goal,low-right,64.52,96.83,4,6
Ferran Torres,Barcelona,Spain,855833,10408397,40202,post,left,22.04,91.5,4,6
Ferran Torres,Barcelona,Spain,855833,10230571,30200,goal,low-left,38.71,97.83,4,6
Ferran Torres,Barcelona,Spain,855833,9603128,26292,goal,low-right,72.58,97.83,4,6
Ferran Torres,Barcelona,Spain,855833,10011713,26293,goal,low-centre,41.4,99,4,6
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083583,6091179,goal,high-centre,55.91,45.17,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083239,6090598,goal,high-centre,48.92,56.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,15664537,6090153,goal,low-left,29.03,92.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083652,6088688,goal,low-left,36.56,83.17,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,15496190,6088047,goal,low-left,38.71,82,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083418,6086900,goal,high-centre,48.92,55.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,15327740,6085553,goal,high-right,70.43,66.17,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,15327740,6085554,save,low-right,66.13,69.33,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13233663,6083670,goal,low-right,66.13,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083110,6083429,goal,low-left,29.03,81,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083712,6082537,goal,low-right,72.04,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13233640,6081281,goal,low-right,67.2,78.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,14083256,6080249,goal,low-centre,59.14,91.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12437578,6076336,goal,low-left,29.57,94.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12437524,6075444,goal,low-left,28.49,94.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13157480,6074364,goal,low-right,67.2,90.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13512416,6073863,goal,low-right,68.28,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13512415,6073487,goal,low-left,32.8,71.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,13412314,6072887,goal,low-left,34.95,78.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12764207,6070784,save,low-right,60.75,99,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12437722,6070471,goal,low-centre,42.47,99,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12437655,6069515,goal,low-right,72.58,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,12008099,6056894,save,low-right,67.2,94.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,11958266,5417877,goal,low-left,27.96,91.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,11369372,3156571,goal,low-right,63.98,94.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,11369323,1922081,goal,low-right,70.97,89.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,10408588,43551,goal,low-right,68.28,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,10408558,42446,save,low-left,34.41,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,10408331,33154,goal,low-left,37.1,96.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9603135,25514,goal,low-right,70.43,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,10011707,25515,goal,low-right,62.37,75.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9602971,25516,goal,low-left,29.03,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,10023185,25517,goal,low-right,68.28,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9758072,25518,goal,low-left,31.72,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9602899,25519,save,low-centre,46.77,99,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9602812,25520,goal,low-left,37.1,86.33,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9602803,25521,goal,low-left,27.96,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9684708,25522,goal,low-right,65.05,86.33,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8594132,25523,goal,low-right,66.67,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9351817,25524,goal,low-right,62.37,73.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966384,25525,miss,close-left,5.38,60.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9232118,25526,miss,close-high-left,5.91,12,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966445,25527,goal,low-left,32.8,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9237111,25529,goal,low-right,65.59,95.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,9237111,25528,save,low-left,29.57,75.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966362,25530,goal,low-left,33.33,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966285,25531,goal,low-left,31.72,81,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966297,25532,goal,low-right,65.59,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966305,25533,goal,low-centre,41.94,92.67,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8966316,25534,goal,low-right,60.22,71.5,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8589641,25535,goal,low-right,61.29,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8574914,25536,goal,high-centre,55.38,62,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8574916,25537,goal,low-left,39.78,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8280850,25538,goal,low-centre,44.09,88.33,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8280749,25539,goal,high-centre,59.68,59.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,8280663,6047717,goal,low-right,62.37,97.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,7895595,6047718,goal,low-left,38.71,96.83,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,7895425,6047720,goal,high-centre,57.53,49.33,51,59
Mikel Oyarzabal,Real Sociedad,Spain,823622,7895425,6047719,goal,low-right,69.35,88.33,51,59
Dani Olmo,Barcelona,Spain,789071,12437503,6076573,goal,low-right,73.12,71.5,6,7
Dani Olmo,Barcelona,Spain,789071,13637082,6074526,goal,low-left,33.87,93.67,6,7
Dani Olmo,Barcelona,Spain,789071,11341753,500752,goal,low-left,35.48,97.83,6,7
Dani Olmo,Barcelona,Spain,789071,10266867,10136,goal,low-left,26.34,68.33,6,7
Dani Olmo,Barcelona,Spain,789071,8594150,10137,miss,close-high,29.57,5.17,6,7
Dani Olmo,Barcelona,Spain,789071,8594132,10138,goal,high-left,29.03,52.5,6,7
Dani Olmo,Barcelona,Spain,789071,8833651,10139,goal,low-left,33.87,81,6,7
Nico Williams,Athletic Bilbao,Spain,1085400,14083171,6084759,save,low-right,61.29,99,1,3
Nico Williams,Athletic Bilbao,Spain,1085400,14082850,6079173,goal,low-right,61.29,97.83,1,3
Nico Williams,Athletic Bilbao,Spain,1085400,13211208,6071253,miss,high,38.71,0,1,3
Lamine Yamal,Barcelona,Spain,1402912,14083261,6090365,goal,low-right,71.51,95.83,7,9
Lamine Yamal,Barcelona,Spain,1402912,15631368,6088861,goal,low-right,69.89,75.67,7,9
Lamine Yamal,Barcelona,Spain,1402912,15631347,6088477,goal,low-left,32.8,95.83,7,9
Lamine Yamal,Barcelona,Spain,1402912,14083491,6087049,post,right,79.03,94.67,7,9
Lamine Yamal,Barcelona,Spain,1402912,14083155,6084482,goal,low-left,37.1,96.83,7,9
Lamine Yamal,Barcelona,Spain,1402912,14566652,6082345,goal,low-centre,43.55,97.83,7,9
Lamine Yamal,Barcelona,Spain,1402912,14083178,6079800,goal,low-left,39.25,94.67,7,9
Lamine Yamal,Barcelona,Spain,1402912,13157878,6076717,goal,low-right,67.2,95.83,7,9
Lamine Yamal,Barcelona,Spain,1402912,13157480,6074366,save,low-centre,58.6,99,7,9
Borja Iglesias,Celta Vigo,Spain,785989,14083248,6090589,goal,high-left,31.72,52.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,14083279,6086362,goal,low-left,34.41,99,31,35
Borja Iglesias,Celta Vigo,Spain,785989,14083196,6085215,goal,low-right,72.58,70.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,15037714,6084396,goal,low-right,64.52,99,31,35
Borja Iglesias,Celta Vigo,Spain,785989,14083225,6080315,goal,low-right,71.51,70.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408388,39373,save,low-left,29.57,81,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408388,39374,goal,low-right,70.97,91.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408367,35881,goal,low-right,66.67,94.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10980217,6058630,goal,high-left,28.49,65.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408618,25734,goal,low-right,72.58,71.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408628,25735,goal,high-left,27.96,64.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,10408628,25736,goal,low-centre,53.23,82,31,35
Borja Iglesias,Celta Vigo,Spain,785989,9603161,25737,goal,low-right,73.12,83.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,9602957,25738,goal,high-left,29.03,50.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,9602854,25739,goal,low-right,68.28,95.83,31,35
Borja Iglesias,Celta Vigo,Spain,785989,9758017,25740,goal,low-centre,48.92,73.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8966163,25741,goal,high-left,37.63,53.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8966182,25742,goal,low-left,32.8,96.83,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8966237,25743,goal,high-left,31.18,46.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8966427,25744,goal,high-right,67.2,53.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8966448,25745,goal,low-left,29.57,68.33,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7895703,6048368,goal,high-right,64.52,65.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7895696,6048369,goal,high-left,28.49,53.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7895522,6048370,goal,high-right,69.89,65.17,31,35
Borja Iglesias,Celta Vigo,Spain,785989,8084413,6048371,goal,low-left,32.8,91.5,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7493080,6048372,goal,high-right,70.97,54.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7493080,6048373,goal,high-left,34.41,59.83,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492925,6048374,save,low-right,65.59,93.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492894,6048375,save,low-left,35.48,74.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492863,6048376,post,right,78.49,92.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492844,6048377,goal,low-left,30.65,93.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492747,6048378,goal,high-centre,51.61,53.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7492723,6048379,goal,low-right,73.12,75.67,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7556443,6048380,goal,low-right,71.51,97.83,31,35
Borja Iglesias,Celta Vigo,Spain,785989,7494993,6048381,goal,low-left,37.1,93.67,31,35
Lucas Digne,Aston Villa,France,96538,6961278,6044074,goal,low-right,72.04,89.5,1,1
Dayot Upamecano,Bayern Munich,France,798583,13157484,6074407,goal,high-left,33.87,62,1,1
Jules Koundé,Barcelona,France,827212,13157484,6074396,miss,high,24.19,0,1,2
Jules Koundé,Barcelona,France,827212,11874026,6063483,goal,high-left,29.03,64.17,1,2
Ousmane Dembélé,Paris Saint-Germain,France,818244,15632632,6090670,goal,low-right,73.12,78.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,14566659,6086073,save,low-right,65.59,72.5,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,15171822,6085015,goal,low-right,69.35,93.67,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,15219076,6084885,post,high,34.41,34.67,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,14065705,6079766,goal,low-right,68.82,95.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,14065705,6079765,goal,low-right,70.97,91.5,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,14065702,6079372,miss,close-high,25.27,2.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,13960989,6078914,goal,low-right,66.67,95.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,13511932,6073786,goal,high-right,73.66,61,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,12450949,6071457,goal,low-left,37.63,82,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,13204715,6071101,goal,high-left,36.56,58.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,11874026,6063485,goal,low-right,64.52,96.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,9271615,26284,save,low-centre,47.31,96.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,9237111,26285,goal,low-right,65.05,90.5,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,9091926,26286,goal,low-left,35.48,99,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,7427009,6048632,goal,low-right,67.74,97.83,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,7264717,6048633,goal,low-left,39.78,71.5,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,7192623,6048634,goal,low-right,70.97,94.67,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,6770869,6048635,goal,low-right,74.19,71.5,16,20
Ousmane Dembélé,Paris Saint-Germain,France,818244,6962866,6048636,goal,low-right,71.51,97.83,16,20
Aurélien Tchouaméni,Real Madrid,France,859025,13157484,6074403,goal,low-left,29.03,95.83,1,3
Aurélien Tchouaméni,Real Madrid,France,859025,10230635,31311,miss,close-left,16.13,93,1,3
Aurélien Tchouaméni,Real Madrid,France,859025,10130043,26444,miss,close-high,63.98,7.33,1,3
Marcus Thuram,Inter Milan,France,791702,8594187,15602,goal,low-left,27.96,75.67,8,11
Marcus Thuram,Inter Milan,France,791702,7823141,6048956,save,low-centre,55.91,72.5,8,11
Marcus Thuram,Inter Milan,France,791702,8101694,6048957,save,low-left,39.25,74.67,8,11
Marcus Thuram,Inter Milan,France,791702,8087732,6048958,goal,low-left,32.26,68.33,8,11
Marcus Thuram,Inter Milan,France,791702,8087732,6048959,miss,close-high-right,85.48,14.33,8,11
Marcus Thuram,Inter Milan,France,791702,7821494,6048960,goal,low-left,25.81,72.5,8,11
Marcus Thuram,Inter Milan,France,791702,7821470,6048961,goal,low-right,74.73,68.33,8,11
Marcus Thuram,Inter Milan,France,791702,7821483,6048962,goal,high-left,32.26,55.67,8,11
Marcus Thuram,Inter Milan,France,791702,7821325,6048963,goal,low-left,27.42,75.67,8,11
Marcus Thuram,Inter Milan,France,791702,7684333,6048964,goal,low-left,30.65,96.83,8,11
Marcus Thuram,Inter Milan,France,791702,7214396,6048965,goal,high-left,33.33,62,8,11
Kylian Mbappé,Real Madrid,France,826643,14083254,6086248,goal,low-left,29.57,97.83,64,78
Kylian Mbappé,Real Madrid,France,826643,14083186,6085878,goal,high-centre,48.92,57.83,64,78
Kylian Mbappé,Real Madrid,France,826643,14083238,6085667,goal,low-right,61.83,97.83,64,78
Kylian Mbappé,Real Madrid,France,826643,14083185,6085026,goal,low-right,60.22,77.83,64,78
Kylian Mbappé,Real Madrid,France,826643,15200524,6084843,goal,low-right,66.67,95.83,64,78
Kylian Mbappé,Real Madrid,France,826643,14083139,6084209,goal,low-left,30.65,90.5,64,78
Kylian Mbappé,Real Madrid,France,826643,13233655,6083562,goal,high-centre,52.15,61,64,78
Kylian Mbappé,Real Madrid,France,826643,14083099,6083176,goal,low-left,30.65,88.33,64,78
Kylian Mbappé,Real Madrid,France,826643,14083729,6082817,save,high-left,37.63,59.83,64,78
Kylian Mbappé,Real Madrid,France,826643,14566983,6080926,goal,low-left,29.03,83.17,64,78
Kylian Mbappé,Real Madrid,France,826643,14083426,6080641,goal,low-centre,49.46,67.33,64,78
Kylian Mbappé,Real Madrid,France,826643,14566597,6080379,goal,low-left,33.33,72.5,64,78
Kylian Mbappé,Real Madrid,France,826643,14566597,6080378,goal,low-left,27.96,89.5,64,78
Kylian Mbappé,Real Madrid,France,826643,13233582,6080085,goal,low-right,63.44,67.33,64,78
Kylian Mbappé,Real Madrid,France,826643,14082856,6079257,goal,low-right,68.28,95.83,64,78
Kylian Mbappé,Real Madrid,France,826643,13157878,6076721,goal,low-left,34.95,88.33,64,78
Kylian Mbappé,Real Madrid,France,826643,12437506,6076606,save,low-left,39.78,89.5,64,78
Kylian Mbappé,Real Madrid,France,826643,12437545,6076118,goal,low-left,33.87,94.67,64,78
Kylian Mbappé,Real Madrid,France,826643,12437573,6074591,goal,low-centre,50,68.33,64,78
Kylian Mbappé,Real Madrid,France,826643,13157484,6074404,goal,low-left,29.03,95.83,64,78
Kylian Mbappé,Real Madrid,France,826643,13511924,6073832,goal,low-right,65.59,95.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12437677,6071898,goal,high-centre,43.55,65.17,64,78
Kylian Mbappé,Real Madrid,France,826643,12437845,6071723,goal,low-right,61.29,96.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12437801,6070521,save,low-right,60.75,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,12764328,6070257,save,low-right,71.51,82,64,78
Kylian Mbappé,Real Madrid,France,826643,12437756,6067481,goal,low-right,60.22,96.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12437728,6067136,goal,low-centre,43.55,78.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12437702,6066626,goal,low-right,60.22,78.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12198304,6063126,goal,low-right,70.97,88.33,64,78
Kylian Mbappé,Real Madrid,France,826643,12173501,6061026,goal,high-left,30.65,57.83,64,78
Kylian Mbappé,Real Madrid,France,826643,12158614,6060400,save,low-left,29.03,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,11391359,6055920,goal,low-right,69.35,82,64,78
Kylian Mbappé,Real Madrid,France,826643,11391392,5917296,save,low-right,61.29,67.33,64,78
Kylian Mbappé,Real Madrid,France,826643,11958533,5508034,goal,low-left,30.65,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,11391412,4800760,goal,low-left,28.49,68.33,64,78
Kylian Mbappé,Real Madrid,France,826643,11605975,4158955,goal,high-centre,54.3,54.67,64,78
Kylian Mbappé,Real Madrid,France,826643,11392805,4013622,goal,high-left,39.78,49.33,64,78
Kylian Mbappé,Real Madrid,France,826643,10752573,3767181,goal,low-left,28.49,93.67,64,78
Kylian Mbappé,Real Madrid,France,826643,11392817,3159141,save,low-left,35.48,93.67,64,78
Kylian Mbappé,Real Madrid,France,826643,11392834,2833455,goal,low-left,27.42,78.83,64,78
Kylian Mbappé,Real Madrid,France,826643,11605869,1711973,goal,low-left,28.49,99,64,78
Kylian Mbappé,Real Madrid,France,826643,11392876,1211124,goal,high-centre,43.01,62,64,78
Kylian Mbappé,Real Madrid,France,826643,11392898,732921,goal,low-left,34.41,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,10752438,45525,goal,high-right,67.2,59.83,64,78
Kylian Mbappé,Real Madrid,France,826643,10752414,45316,goal,low-left,28.49,93.67,64,78
Kylian Mbappé,Real Madrid,France,826643,10389797,45172,goal,high-right,67.2,64.17,64,78
Kylian Mbappé,Real Madrid,France,826643,10390127,36219,save,low-right,69.89,70.5,64,78
Kylian Mbappé,Real Madrid,France,826643,10390071,31409,goal,low-right,69.35,96.83,64,78
Kylian Mbappé,Real Madrid,France,826643,10230635,31209,goal,low-left,32.26,96.83,64,78
Kylian Mbappé,Real Madrid,France,826643,10230635,31208,goal,low-left,27.96,72.5,64,78
Kylian Mbappé,Real Madrid,France,826643,10230635,31207,goal,low-left,27.42,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,10390121,16113,goal,high-left,36.02,47.33,64,78
Kylian Mbappé,Real Madrid,France,826643,10640546,16114,goal,low-left,36.02,99,64,78
Kylian Mbappé,Real Madrid,France,826643,10389927,16115,save,low-right,64.52,76.83,64,78
Kylian Mbappé,Real Madrid,France,826643,9594880,16116,goal,low-right,72.58,96.83,64,78
Kylian Mbappé,Real Madrid,France,826643,9594862,16117,goal,low-left,31.18,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,10051656,16118,goal,low-right,68.28,97.83,64,78
Kylian Mbappé,Real Madrid,France,826643,9986717,16119,goal,low-left,27.42,67.33,64,78
Kylian Mbappé,Real Madrid,France,826643,9594716,16120,goal,low-left,37.1,87.33,64,78
Kylian Mbappé,Real Madrid,France,826643,9757757,16121,miss,high,25.27,0,64,78
Kylian Mbappé,Real Madrid,France,826643,9594616,16122,goal,low-right,72.58,92.67,64,78
Kylian Mbappé,Real Madrid,France,826643,9212604,16123,goal,high-right,69.89,55.67,64,78
Kylian Mbappé,Real Madrid,France,826643,8594187,16124,save,low-left,37.1,69.33,64,78
Kylian Mbappé,Real Madrid,France,826643,8738789,16125,goal,low-left,27.96,85.17,64,78
Kylian Mbappé,Real Madrid,France,826643,9223715,16126,save,low-right,69.35,97.83,64,78
Kylian Mbappé,Real Madrid,France,826643,9395744,16127,goal,high-right,62.37,47.33,64,78
Kylian Mbappé,Real Madrid,France,826643,9232041,16128,goal,high-left,33.33,52.5,64,78
Kylian Mbappé,Real Madrid,France,826643,8738863,16129,goal,low-right,61.83,88.33,64,78
Kylian Mbappé,Real Madrid,France,826643,8738705,16130,goal,low-left,31.18,92.67,64,78
Kylian Mbappé,Real Madrid,France,826643,9091960,16131,goal,low-right,73.12,70.5,64,78
Kylian Mbappé,Real Madrid,France,826643,8738710,16132,goal,low-right,68.28,75.67,64,78
Kylian Mbappé,Real Madrid,France,826643,8738614,16133,goal,low-right,63.98,89.5,64,78
Kylian Mbappé,Real Madrid,France,826643,8738549,16134,goal,high-left,38.17,51.5,64,78
Kylian Mbappé,Real Madrid,France,826643,8158727,6048638,save,low-right,69.35,99,64,78
Kylian Mbappé,Real Madrid,France,826643,8158727,6048637,goal,low-left,30.65,99,64,78
Kylian Mbappé,Real Madrid,France,826643,7821681,6048639,save,low-right,68.28,90.5,64,78
Kylian Mbappé,Real Madrid,France,826643,7821679,6048640,goal,low-right,69.35,71.5,64,78
Kylian Mbappé,Real Madrid,France,826643,8083689,6048641,goal,low-right,64.52,83.17,64,78
Michael Olise,Bayern Munich,France,978838,12764464,6070747,goal,low-left,27.96,72.5,4,4
Michael Olise,Bayern Munich,France,978838,11352498,4766566,goal,low-left,27.42,99,4,4
Michael Olise,Bayern Munich,France,978838,8901724,9989,goal,high-right,69.35,65.17,4,4
Michael Olise,Bayern Munich,France,978838,8901681,9990,goal,high-left,34.41,61,4,4
Bradley Barcola,Paris Saint-Germain,France,996952,15219076,6084886,save,high-left,27.42,65.17,2,4
Bradley Barcola,Paris Saint-Germain,France,996952,14566657,6080392,save,low-left,32.8,94.67,2,4
Bradley Barcola,Paris Saint-Germain,France,996952,13204715,6071102,goal,low-centre,44.62,77.83,2,4
